            1024           0.0078            0.127            1.527
            2048           0.0156            0.260            3.116
            4096           0.0312            0.478            5.737
            8192           0.0625            0.983           11.792
           16384           0.1250            0.869           10.429
           32768           0.2500            4.034           48.403
           65536           0.5000            8.021           96.254
          131072           1.0000           15.374          184.488
          262144           2.0000           26.605          319.263
          524288           4.0000           30.490          365.876
         1048576           8.0000           61.824          741.890
         2097152          16.0000           79.969          959.627
         4194304          32.0000           92.897         1114.763
         8388608          64.0000           97.716         1172.593
        16777216         128.0000          103.611         1243.332
        33554432         256.0000          106.589         1279.069
        67108864         512.0000          107.968         1295.622
       134217728        1024.0000          109.145         1309.737
       268435456        2048.0000          109.976         1319.709
       536870912        4096.0000          110.029         1320.347
      1073741824        8192.0000          110.134         1321.605
