            1024           0.0078            1.153           13.834
            2048           0.0156            2.363           28.355
            4096           0.0312            4.708           56.496
            8192           0.0625            9.347          112.161
           16384           0.1250           18.394          220.734
           32768           0.2500           34.898          418.773
           65536           0.5000           63.973          767.672
          131072           1.0000          106.216         1274.588
          262144           2.0000          141.335         1696.018
          524288           4.0000          124.295         1491.534
         1048576           8.0000           96.352         1156.221
         2097152          16.0000          102.372         1228.467
         4194304          32.0000          106.311         1275.738
         8388608          64.0000          107.758         1293.093
        16777216         128.0000          108.690         1304.284
        33554432         256.0000          109.034         1308.412
        67108864         512.0000          109.296         1311.550
       134217728        1024.0000          109.728         1316.737
       268435456        2048.0000          110.032         1320.385
       536870912        4096.0000          110.553         1326.633
      1073741824        8192.0000          110.484         1325.805
