            1024           0.0078            0.519            6.229
            2048           0.0156            1.099           13.187
            4096           0.0312            2.278           27.332
            8192           0.0625            4.253           51.031
           16384           0.1250            8.746          104.947
           32768           0.2500           16.762          201.146
           65536           0.5000           31.022          372.261
          131072           1.0000           55.455          665.464
          262144           2.0000           94.608         1135.300
          524288           4.0000          146.623         1759.473
         1048576           8.0000          205.504         2466.045
         2097152          16.0000          119.765         1437.177
         4194304          32.0000          108.039         1296.468
         8388608          64.0000          112.460         1349.526
        16777216         128.0000          114.478         1373.739
        33554432         256.0000          115.439         1385.270
        67108864         512.0000          113.210         1358.525
       134217728        1024.0000          113.413         1360.962
       268435456        2048.0000          113.512         1362.143
       536870912        4096.0000          113.550         1362.604
      1073741824        8192.0000          113.625         1363.496
