            1024           0.0078            0.213            2.558
            2048           0.0156            0.428            5.137
            4096           0.0312            0.847           10.169
            8192           0.0625            1.686           20.229
           16384           0.1250            3.364           40.370
           32768           0.2500            6.685           80.220
           65536           0.5000           13.078          156.931
          131072           1.0000           24.966          299.591
          262144           2.0000           47.333          567.998
          524288           4.0000           84.504         1014.052
         1048576           8.0000          142.827         1713.918
         2097152          16.0000           98.012         1176.142
         4194304          32.0000           99.057         1188.686
         8388608          64.0000          107.234         1286.803
        16777216         128.0000          111.772         1341.267
        33554432         256.0000          113.293         1359.520
        67108864         512.0000          113.701         1364.410
       134217728        1024.0000          113.132         1357.587
       268435456        2048.0000          113.368         1360.416
       536870912        4096.0000          113.464         1361.571
      1073741824        8192.0000          113.575         1362.903
