            1024           0.0078            0.063            0.757
            2048           0.0156            0.113            1.352
            4096           0.0312            0.246            2.947
            8192           0.0625            0.504            6.045
           16384           0.1250            0.913           10.952
           32768           0.2500            1.945           23.340
           65536           0.5000            3.901           46.812
          131072           1.0000            6.936           83.233
          262144           2.0000           14.092          169.106
          524288           4.0000           24.807          297.679
         1048576           8.0000           39.177          470.122
         2097152          16.0000           62.075          744.904
         4194304          32.0000           78.595          943.139
         8388608          64.0000           95.120         1141.445
        16777216         128.0000          101.264         1215.167
        33554432         256.0000          105.672         1268.061
        67108864         512.0000          107.698         1292.371
       134217728        1024.0000          109.093         1309.114
       268435456        2048.0000          109.653         1315.830
       536870912        4096.0000          109.954         1319.451
      1073741824        8192.0000          110.117         1321.408
