            1024           0.0078            0.897           10.766
            2048           0.0156            1.821           21.854
            4096           0.0312            3.647           43.768
            8192           0.0625            7.214           86.570
           16384           0.1250           14.228          170.733
           32768           0.2500           27.280          327.359
           65536           0.5000           51.088          613.054
          131072           1.0000           87.724         1052.685
          262144           2.0000          126.762         1521.140
          524288           4.0000          115.341         1384.090
         1048576           8.0000           93.093         1117.111
         2097152          16.0000          100.740         1208.878
         4194304          32.0000          105.192         1262.302
         8388608          64.0000          107.418         1289.019
        16777216         128.0000          108.388         1300.656
        33554432         256.0000          108.846         1306.158
        67108864         512.0000          109.186         1310.236
       134217728        1024.0000          109.712         1316.542
       268435456        2048.0000          109.982         1319.785
       536870912        4096.0000          110.307         1323.684
      1073741824        8192.0000          110.502         1326.018
