            1024           0.0078            0.128            1.533
            2048           0.0156            0.277            3.325
            4096           0.0312            0.546            6.546
            8192           0.0625            1.105           13.257
           16384           0.1250            2.176           26.111
           32768           0.2500            4.345           52.145
           65536           0.5000            8.505          102.060
          131072           1.0000           15.551          186.610
          262144           2.0000           27.380          328.557
          524288           4.0000           43.402          520.829
         1048576           8.0000           63.055          756.664
         2097152          16.0000           81.837          982.039
         4194304          32.0000           94.827         1137.930
         8388608          64.0000          102.966         1235.590
        16777216         128.0000          106.605         1279.263
        33554432         256.0000          111.151         1333.814
        67108864         512.0000          112.426         1349.111
       134217728        1024.0000          111.756         1341.077
       268435456        2048.0000          112.100         1345.200
       536870912        4096.0000          112.861         1354.335
      1073741824        8192.0000          112.525         1350.301
