            1024           0.0078            0.962           11.544
            2048           0.0156            1.989           23.871
            4096           0.0312            4.091           49.092
            8192           0.0625            8.318           99.810
           16384           0.1250           16.018          192.219
           32768           0.2500           31.777          381.329
           65536           0.5000           60.464          725.573
          131072           1.0000           89.105         1069.264
          262144           2.0000          126.786         1521.434
          524288           4.0000          115.865         1390.385
         1048576           8.0000           90.463         1085.551
         2097152          16.0000           96.662         1159.949
         4194304          32.0000          102.753         1233.041
         8388608          64.0000          101.314         1215.769
        16777216         128.0000          102.110         1225.322
        33554432         256.0000          102.641         1231.698
        67108864         512.0000          103.154         1237.849
       134217728        1024.0000          103.617         1243.404
       268435456        2048.0000          103.873         1246.478
       536870912        4096.0000          104.111         1249.333
      1073741824        8192.0000          104.759         1257.110
